origem,destino,tipo_conexao,justificativa,peso
SNBR,SBGL,interregional,voo de Nordeste para Sudeste com 1 operação em jan/2026,1.4427
SNBR,SBSV,intrarregional,voo dentro da região Nordeste com 13 operações em jan/2026,0.3789
SNCL,SBSV,intrarregional,voo dentro da região Nordeste com 114 operações em jan/2026,0.2108
SNCL,SDLO,intrarregional,voo dentro da região Nordeste com 8 operações em jan/2026,0.4551
SNCP,SBSP,interregional,voo de Nordeste para Sudeste com 14 operações em jan/2026,0.3693
SNDV,SBBH,intrarregional,voo dentro da região Sudeste com 1 operação em jan/2026,1.4427
SNDV,SBCF,intrarregional,voo dentro da região Sudeste com 22 operações em jan/2026,0.3189
SNEB,SBBE,intrarregional,voo dentro da região Norte com 14 operações em jan/2026,0.3693
SNGI,SBCF,interregional,voo de Nordeste para Sudeste com 17 operações em jan/2026,0.346
SNGI,SBSV,intrarregional,voo dentro da região Nordeste com 13 operações em jan/2026,0.3789
SNGN,SBRF,intrarregional,voo dentro da região Nordeste com 13 operações em jan/2026,0.3789
SNHS,SBRF,intrarregional,voo dentro da região Nordeste com 5 operações em jan/2026,0.5581
SNHS,SNAB,intrarregional,voo dentro da região Nordeste com 14 operações em jan/2026,0.3693
SNJM,SBCF,intrarregional,voo dentro da região Sudeste com 14 operações em jan/2026,0.3693
SNLN,SBCF,intrarregional,voo dentro da região Sudeste com 13 operações em jan/2026,0.3789
SNMZ,SNVS,intrarregional,voo dentro da região Norte com 8 operações em jan/2026,0.4551
SNPD,SBCF,intrarregional,voo dentro da região Sudeste com 13 operações em jan/2026,0.3789
SNRU,SBRF,intrarregional,voo dentro da região Nordeste com 4 operações em jan/2026,0.6213
SNRU,SNGN,intrarregional,voo dentro da região Nordeste com 13 operações em jan/2026,0.3789
SNSM,SBBE,intrarregional,voo dentro da região Norte com 9 operações em jan/2026,0.4343
SNSS,SBCF,intrarregional,voo dentro da região Sudeste com 13 operações em jan/2026,0.3789
SNTO,SBCF,intrarregional,voo dentro da região Sudeste com 13 operações em jan/2026,0.3789
SNTS,SBRF,intrarregional,voo dentro da região Nordeste com 2 operações em jan/2026,0.9102
SNTS,SJZA,interregional,voo de Nordeste para Sul com 13 operações em jan/2026,0.3789
SNVS,SBBE,intrarregional,voo dentro da região Norte com 17 operações em jan/2026,0.346
SNZR,SBCF,intrarregional,voo dentro da região Sudeste com 14 operações em jan/2026,0.3693
SSGY,SBCT,intrarregional,voo dentro da região Sul com 14 operações em jan/2026,0.3693
SSKW,SBKP,interregional,voo de Norte para Sudeste com 8 operações em jan/2026,0.4551
SSOU,SBCY,intrarregional,voo dentro da região Centro-Oeste com 21 operações em jan/2026,0.3235
SSUM,SBCT,intrarregional,voo dentro da região Sul com 13 operações em jan/2026,0.3789
SSUV,SBCT,intrarregional,voo dentro da região Sul com 14 operações em jan/2026,0.3693
SSVL,SSUM,interregional,voo de Centro-Oeste para Sul com 13 operações em jan/2026,0.3789
SWBC,SBEG,intrarregional,voo dentro da região Norte com 18 operações em jan/2026,0.3396
SWBR,SBEG,intrarregional,voo dentro da região Norte com 8 operações em jan/2026,0.4551
SWGN,SBPJ,intrarregional,voo dentro da região Norte com 14 operações em jan/2026,0.3693
SWLB,SBEG,intrarregional,voo dentro da região Norte com 1 operação em jan/2026,1.4427
SWLB,SBPV,intrarregional,voo dentro da região Norte com 9 operações em jan/2026,0.4343
SWMW,SWBR,intrarregional,voo dentro da região Norte com 8 operações em jan/2026,0.4551
SWPI,SBEG,intrarregional,voo dentro da região Norte com 18 operações em jan/2026,0.3396
SWYN,SBEG,intrarregional,voo dentro da região Norte com 1 operação em jan/2026,1.4427
SWYN,SBMY,intrarregional,voo dentro da região Norte com 9 operações em jan/2026,0.4343
